STATION_NUMBER,YEAR,MONTH,MIN,MAX,Day,FlowValue,Symbol,DateKey
01AD001,1928,10,15.30000,29.70000,1,16.60000,E,19281001
01AD001,1928,11,29.20000,34.00000,1,29.70000,E,19281101
01AD001,1928,12,17.60000,29.20000,1,29.20000,,19281201
01AD001,1929,1,16.10000,17.40000,1,16.10000,B,19290101
01AD001,1929,2,13.50000,16.30000,1,16.30000,B,19290201
01AD001,1929,3,11.90000,12.70000,1,12.70000,B,19290301
01AD001,1929,4,12.10000,87.80000,1,12.10000,B,19290401
01AD001,1929,5,99.10000,309.00000,1,99.10000,,19290501
01AD001,1929,6,60.90000,167.00000,1,167.00000,,19290601
01AD001,1929,7,39.40000,69.10000,1,60.60000,,19290701
01AD001,1929,8,20.20000,29.40000,1,29.40000,E,19290801
01AD001,1929,9,14.40000,19.50000,1,19.50000,E,19290901
01AD001,1929,10,14.90000,23.70000,1,14.90000,E,19291001
01AD001,1929,11,25.50000,34.30000,1,25.50000,,19291101
01AA002,1967,8,,,1,,,19670801
01AA002,1967,9,,,1,,,19670901
01AA002,1967,10,,,1,,,19671001
01AA002,1967,12,,,1,,,19671201
01AA002,1968,1,1.76000,3.96000,1,3.96000,B,19680101
01AA002,1968,2,0.71000,15.90000,1,1.95000,B,19680201
01AA002,1968,3,0.67000,85.00000,1,0.88000,B,19680301
01AA002,1968,4,22.50000,123.00000,1,99.10000,B,19680401
01AA002,1968,5,,,1,18.60000,,19680501
01AA002,1968,7,,,1,,,19680701
01AA002,1968,8,0.63000,14.40000,1,1.52000,,19680801
01AA002,1968,9,1.51000,37.40000,1,3.23000,,19680901
01AA002,1968,10,1.62000,23.30000,1,2.42000,,19681001
01AA002,1968,11,2.36000,10.50000,1,6.00000,,19681101
01AA002,1968,12,3.57000,8.92000,1,5.24000,B,19681201
01AA002,1969,1,3.48000,5.04000,1,4.53000,B,19690101
01AA002,1969,2,2.33000,3.96000,1,3.96000,B,19690201
01AA002,1969,3,1.98000,2.31000,1,2.24000,B,19690301
01AA002,1969,4,2.07000,161.00000,1,2.15000,B,19690401
01AA002,1969,5,10.40000,158.00000,1,93.70000,,19690501
01AA002,1969,6,6.60000,29.20000,1,9.71000,,19690601
01AA002,1969,7,5.21000,63.40000,1,21.90000,,19690701
01AA002,1969,8,5.80000,19.30000,1,7.93000,,19690801
01AA002,1969,9,4.98000,59.70000,1,5.55000,,19690901
01AA002,1969,10,6.26000,26.40000,1,8.78000,,19691001
01AA002,1969,11,7.79000,68.50000,1,7.96000,,19691101
01AA002,1969,12,4.53000,40.50000,1,8.61000,,19691201
01AA002,1970,1,3.60000,5.86000,1,5.86000,B,19700101
01AA002,1970,2,2.61000,8.92000,1,4.33000,B,19700201
01AA002,1970,3,2.19000,4.39000,1,2.49000,B,19700301
01AA002,1970,4,4.11000,280.00000,1,4.19000,B,19700401
01AA002,1970,5,5.07000,173.00000,1,130.00000,,19700501
01AA002,1970,6,2.08000,49.80000,1,7.48000,,19700601
01AA002,1970,7,1.26000,70.20000,1,6.99000,,19700701
01AA002,1970,8,0.67000,6.51000,1,1.14000,,19700801
01AA002,1970,9,2.46000,64.60000,1,3.94000,,19700901
01AA002,1970,10,4.39000,92.60000,1,9.83000,,19701001
01AA002,1970,11,4.56000,29.40000,1,9.29000,,19701101
01AA002,1970,12,2.44000,12.10000,1,7.65000,,19701201
01AA002,1971,1,1.35000,2.67000,1,2.44000,B,19710101
01AA002,1971,2,1.25000,1.98000,1,1.30000,B,19710201
01AA002,1971,3,2.20000,3.20000,1,2.61000,B,19710301
01AA002,1971,4,2.25000,87.80000,1,2.56000,B,19710401
01AA002,1971,5,7.02000,155.00000,1,68.50000,B,19710501
01AA002,1971,6,1.60000,6.34000,1,5.78000,,19710601
01AA002,1971,7,1.78000,27.60000,1,24.20000,,19710701
01AA002,1971,8,2.60000,213.00000,1,8.30000,,19710801
01AA002,1971,9,5.38000,43.60000,1,23.60000,,19710901
01AA002,1971,10,3.60000,39.90000,1,5.32000,,19711001
01AA002,1971,11,2.30000,10.10000,1,4.25000,,19711101
01AA002,1971,12,5.41000,8.69000,1,6.54000,,19711201
01AA002,1972,1,3.14000,5.30000,1,5.30000,B,19720101
01AA002,1972,2,1.70000,3.11000,1,3.11000,B,19720201
01AA002,1972,3,1.42000,14.70000,1,1.67000,B,19720301
01AA002,1972,4,3.96000,52.40000,1,4.11000,B,19720401
01AA002,1972,5,8.30000,168.00000,1,96.30000,,19720501
01AA002,1972,6,3.40000,45.30000,1,12.70000,,19720601
01AA002,1972,7,2.27000,62.30000,1,2.83000,E,19720701
01AA002,1972,8,1.89000,82.10000,1,1.96000,,19720801
01AA002,1972,9,1.80000,12.40000,1,5.30000,,19720901
01AA002,1972,10,4.11000,63.40000,1,18.50000,,19721001
01AA002,1972,11,7.19000,24.00000,1,16.50000,,19721101
01AA002,1972,12,4.67000,13.90000,1,8.92000,B,19721201
01AA002,1973,1,3.88000,13.00000,1,4.96000,B,19730101
01AA002,1973,2,6.65000,24.10000,1,8.78000,B,19730201
01AA002,1973,3,6.65000,82.10000,1,6.65000,B,19730301
01AA002,1973,4,11.30000,198.00000,1,62.30000,B,19730401
01AA002,1973,5,16.60000,118.00000,1,66.50000,,19730501
01AA002,1973,6,2.94000,54.40000,1,54.40000,,19730601
01AA002,1973,7,0.73000,13.50000,1,4.39000,,19730701
01AA002,1973,8,6.26000,46.20000,1,7.82000,,19730801
01AA002,1973,9,4.11000,64.30000,1,14.70000,,19730901
01AA002,1973,10,3.09000,79.00000,1,3.51000,,19731001
01AA002,1973,11,4.13000,28.30000,1,6.74000,,19731101
01AA002,1973,12,7.93000,62.30000,1,18.70000,,19731201
01AA002,1974,1,4.39000,22.70000,1,14.20000,B,19740101
01AA002,1974,2,2.72000,17.60000,1,17.60000,B,19740201
01AA002,1974,3,4.81000,45.30000,1,4.87000,B,19740301
01AA002,1974,4,5.41000,219.00000,1,5.41000,B,19740401
01AA002,1974,5,18.30000,255.00000,1,255.00000,,19740501
01AA002,1974,6,2.38000,22.30000,1,22.30000,,19740601
01AA002,1974,7,0.80000,6.74000,1,2.40000,,19740701
01AA002,1974,8,0.31000,3.43000,1,2.92000,,19740801
01AA002,1974,9,0.50000,9.00000,1,0.55000,E,19740901
01AA002,1974,10,1.10000,7.59000,1,2.97000,,19741001
01AA002,1974,11,0.93000,14.20000,1,9.85000,,19741101
01AA002,1974,12,3.74000,29.70000,1,6.65000,B,19741201
01AA002,1975,1,1.90000,9.91000,1,3.60000,B,19750101
01AA002,1975,2,1.59000,2.83000,1,1.87000,B,19750201
01AA002,1975,3,2.29000,18.70000,1,2.75000,B,19750301
01AA002,1975,4,5.10000,113.00000,1,5.52000,B,19750401
01AA002,1975,5,5.66000,128.00000,1,75.60000,,19750501
01AA002,1975,6,1.39000,23.10000,1,12.50000,E,19750601
01AA002,1975,7,0.88000,19.40000,1,1.22000,,19750701
01AA002,1975,8,0.54000,5.66000,1,1.76000,,19750801
01AA002,1975,9,1.13000,37.40000,1,1.13000,,19750901
01AA002,1975,10,2.69000,31.10000,1,4.96000,E,19751001
01AA002,1975,11,4.81000,31.70000,1,5.04000,E,19751101
01AA002,1975,12,2.35000,28.30000,1,15.90000,E,19751201
01AA002,1976,1,1.25000,23.20000,1,2.29000,B,19760101
01AA002,1976,2,3.60000,25.50000,1,17.00000,B,19760201
01AA002,1976,3,4.87000,99.10000,1,8.21000,B,19760301
01AA002,1976,4,33.40000,281.00000,1,122.00000,B,19760401
01AA002,1976,5,5.97000,101.00000,1,50.70000,,19760501
01AA002,1976,6,1.87000,13.10000,1,6.06000,,19760601
01AA002,1976,7,5.27000,91.50000,1,25.60000,,19760701
01AA002,1976,8,3.54000,193.00000,1,10.90000,,19760801
01AA002,1976,9,2.32000,24.80000,1,5.89000,,19760901
01AA002,1976,10,3.85000,75.00000,1,8.47000,,19761001
01AA002,1976,11,5.78000,55.50000,1,38.20000,,19761101
01AA002,1976,12,3.45000,11.30000,1,8.78000,B,19761201
01AA002,1977,1,1.73000,3.34000,1,3.34000,B,19770101
01AA002,1977,2,1.42000,1.73000,1,1.73000,B,19770201
01AA002,1977,3,1.70000,51.00000,1,1.70000,B,19770301
01AA002,1977,4,16.40000,212.00000,1,79.30000,B,19770401
01AA002,1977,5,2.38000,73.30000,1,46.20000,,19770501
01AA002,1977,6,1.84000,79.60000,1,2.01000,,19770601
01AA002,1977,7,0.96000,8.16000,1,8.16000,,19770701
01AA002,1977,8,1.59000,13.10000,1,2.83000,,19770801
01AA002,1977,9,2.07000,56.60000,1,2.94000,,19770901
01AD001,1918,9,20.00000,42.50000,1,21.20000,,19180901
01AD001,1918,10,26.80000,42.50000,1,42.50000,,19181001
01AD001,1918,11,22.50000,29.20000,1,26.80000,,19181101
01AD001,1918,12,15.90000,22.50000,1,22.50000,,19181201
01AD001,1919,1,13.90000,13.90000,1,13.90000,,19190101
01AD001,1919,2,10.60000,10.60000,1,10.60000,,19190201
01AD001,1919,3,9.49000,14.20000,1,9.77000,,19190301
01AD001,1919,4,14.20000,138.00000,1,14.20000,,19190401
01AD001,1919,5,157.00000,292.00000,1,157.00000,,19190501
01AD001,1919,6,38.50000,191.00000,1,191.00000,,19190601
01AD001,1919,7,20.00000,36.80000,1,36.80000,,19190701
01AD001,1919,8,22.50000,28.30000,1,23.90000,,19190801
01AD001,1919,9,20.00000,22.50000,1,22.50000,,19190901
01AD001,1919,10,17.60000,20.00000,1,20.00000,,19191001
01AD001,1919,11,13.20000,18.70000,1,18.70000,,19191101
01AD001,1919,12,11.40000,14.20000,1,14.20000,,19191201
01AD001,1920,1,6.37000,6.37000,1,6.37000,,19200101
01AD001,1920,2,3.96000,3.96000,1,3.96000,,19200201
01AD001,1920,3,5.38000,5.38000,1,5.38000,,19200301
01AD001,1920,4,8.50000,88.90000,1,8.50000,,19200401
01AD001,1920,5,94.90000,208.00000,1,94.90000,,19200501
01AD001,1920,6,44.70000,135.00000,1,135.00000,,19200601
01AD001,1920,7,38.50000,51.30000,1,44.70000,,19200701
01AD001,1920,8,21.20000,36.80000,1,36.80000,,19200801
01AD001,1920,9,22.50000,23.90000,1,22.50000,,19200901
01AD001,1920,10,34.00000,73.60000,1,34.00000,,19201001
01AD001,1920,11,28.30000,54.10000,1,54.10000,,19201101
01AD001,1920,12,19.50000,28.30000,1,28.30000,,19201201
01AD001,1921,1,14.70000,14.70000,1,14.70000,,19210101
01AD001,1921,2,9.06000,11.60000,1,11.60000,,19210201
01AD001,1921,3,3.40000,28.60000,1,9.06000,,19210301
01AD001,1921,4,29.70000,184.00000,1,29.70000,,19210401
01AD001,1921,5,64.60000,289.00000,1,221.00000,,19210501
01AD001,1921,6,28.30000,64.60000,1,64.60000,,19210601
01AD001,1921,7,12.50000,28.30000,1,28.30000,,19210701
01AD001,1921,8,9.63000,15.90000,1,12.50000,,19210801
01AD001,1921,9,6.23000,15.90000,1,15.90000,,19210901
01AD001,1921,10,14.20000,14.20000,1,14.20000,,19211001
01AD001,1921,11,24.40000,38.20000,1,38.20000,,19211101
01AD001,1921,12,17.60000,24.40000,1,24.40000,,19211201
01AD001,1922,1,17.60000,17.60000,1,17.60000,,19220101
01AD001,1922,2,17.60000,17.60000,1,17.60000,,19220201
01AD001,1922,3,12.50000,12.50000,1,12.50000,,19220301
01AD001,1922,4,15.90000,114.00000,1,15.90000,,19220401
01AD001,1922,5,73.60000,146.00000,1,114.00000,,19220501
01AD001,1922,6,54.10000,128.00000,1,70.20000,,19220601
01AD001,1922,7,34.00000,118.00000,1,118.00000,,19220701
01AD001,1922,8,15.90000,31.70000,1,31.70000,,19220801
01AD001,1922,9,4.81000,15.90000,1,15.90000,,19220901
01AD001,1922,10,2.83000,7.79000,1,2.83000,,19221001
01AD001,1922,11,3.96000,5.80000,1,5.80000,,19221101
01AD001,1922,12,3.23000,3.23000,1,3.23000,,19221201
01AD001,1923,1,2.27000,2.27000,1,2.27000,,19230101
01AD001,1923,2,1.47000,1.47000,1,1.47000,,19230201
01AD001,1923,3,1.53000,1.53000,1,1.53000,,19230301
01AD001,1923,4,1.42000,51.00000,1,1.42000,,19230401
01AD001,1923,5,66.00000,183.00000,1,66.00000,,19230501
01AD001,1923,6,37.40000,129.00000,1,129.00000,,19230601
01AD001,1923,7,17.80000,37.40000,1,37.40000,,19230701
01AD001,1923,8,7.79000,15.90000,1,15.90000,,19230801
01AD001,1923,9,11.80000,15.90000,1,15.90000,,19230901
01AD001,1923,10,11.50000,38.20000,1,13.30000,,19231001
01AD001,1923,11,40.80000,59.70000,1,40.80000,,19231101
01AD001,1923,12,35.70000,68.20000,1,62.60000,,19231201
01AD001,1924,1,24.40000,24.40000,1,24.40000,,19240101
01AD001,1924,2,16.70000,16.70000,1,16.70000,,19240201
01AD001,1924,3,10.40000,10.40000,1,10.40000,,19240301
01AD001,1924,4,12.90000,12.90000,1,12.90000,,19240401
01AD001,1924,5,59.70000,279.00000,1,59.70000,,19240501
01AD001,1924,6,51.30000,160.00000,1,160.00000,,19240601
01AD001,1924,7,22.80000,48.40000,1,48.40000,,19240701
01AD001,1924,8,22.80000,31.10000,1,28.90000,,19240801
01AD001,1924,9,19.50000,31.10000,1,26.80000,,19240901
01AD001,1924,10,19.50000,40.80000,1,31.10000,,19241001
01AD001,1924,11,19.50000,35.70000,1,24.80000,,19241101
01AD001,1924,12,26.00000,40.80000,1,38.20000,,19241201
01AD001,1925,1,18.30000,18.30000,1,18.30000,B,19250101
01AD001,1925,2,17.10000,17.10000,1,17.10000,B,19250201
01AD001,1925,3,16.80000,16.80000,1,16.80000,B,19250301
01AD001,1925,4,21.10000,116.00000,1,21.10000,,19250401
01AD001,1925,5,123.00000,260.00000,1,123.00000,,19250501
01AD001,1925,6,35.70000,133.00000,1,133.00000,,19250601
01AD001,1925,7,21.10000,35.70000,1,35.70000,,19250701
01AD001,1925,8,15.60000,24.80000,1,15.60000,,19250801
01AD001,1925,9,16.80000,24.80000,1,19.50000,,19250901
01AD001,1925,10,24.80000,54.10000,1,24.80000,,19251001
01AD001,1925,11,43.30000,83.00000,1,51.30000,,19251101
01AD001,1925,12,33.40000,73.90000,1,73.90000,,19251201
01AD001,1926,1,22.10000,22.10000,1,22.10000,B,19260101
01AD001,1926,2,15.90000,15.90000,1,15.90000,B,19260201
01AD001,1926,3,10.60000,10.60000,1,10.60000,B,19260301
01AD001,1926,4,9.43000,13.30000,1,9.43000,B,19260401
01AD001,1926,5,14.40000,279.00000,1,14.40000,,19260501
01AD001,1926,6,65.40000,248.00000,1,248.00000,,19260601
01AD001,1926,7,21.10000,62.60000,1,62.60000,,19260701
01AD001,1926,8,11.50000,22.80000,1,22.80000,,19260801
01AD001,1926,9,12.30000,28.90000,1,12.30000,,19260901
01AD001,1926,10,28.30000,42.80000,1,28.30000,,19261001
01AD001,1926,11,45.30000,81.00000,1,45.30000,,19261101
01AD001,1926,12,50.10000,50.10000,1,50.10000,B,19261201
01AD001,1927,1,19.30000,19.30000,1,19.30000,B,19270101
01AD001,1927,2,14.30000,14.30000,1,14.30000,B,19270201
01AD001,1927,3,10.60000,10.60000,1,10.60000,B,19270301
01AD001,1927,4,31.10000,31.10000,1,31.10000,B,19270401
01AD001,1927,5,115.00000,137.00000,1,115.00000,,19270501
01AD001,1927,6,55.50000,121.00000,1,121.00000,,19270601
01AD001,1927,7,26.30000,50.40000,1,50.40000,,19270701
01AD001,1927,8,18.90000,18.90000,1,18.90000,E,19270801
01AD001,1927,9,15.20000,15.20000,1,15.20000,E,19270901
01AD001,1927,10,15.40000,53.00000,1,15.40000,,19271001
01AD001,1927,11,53.00000,208.00000,1,53.00000,,19271101
01AD001,1927,12,60.90000,175.00000,1,175.00000,,19271201
01AD001,1928,1,41.60000,41.60000,1,41.60000,B,19280101
01AD001,1928,2,21.70000,21.70000,1,21.70000,B,19280201
01AD001,1928,3,12.60000,12.60000,1,12.60000,B,19280301
01AD001,1928,4,12.80000,96.00000,1,12.80000,B,19280401
01AD001,1928,5,102.00000,311.00000,1,102.00000,,19280501
01AD001,1928,6,55.50000,238.00000,1,238.00000,,19280601
01AD001,1928,7,28.30000,57.20000,1,57.20000,,19280701
01AD001,1928,8,30.30000,30.30000,1,30.30000,E,19280801
01AD001,1928,9,18.20000,29.40000,1,29.40000,E,19280901
01AD001,1929,12,20.50000,20.50000,1,20.50000,B,19291201
01AD001,1930,1,7.25000,8.58000,1,7.25000,B,19300101
01AD001,1930,2,6.74000,6.74000,1,6.74000,B,19300201
01AD001,1930,3,18.70000,18.70000,1,18.70000,B,19300301
01AD001,1930,4,21.70000,86.10000,1,21.70000,,19300401
01AD001,1930,5,88.90000,261.00000,1,88.90000,,19300501
01AD001,1930,6,31.10000,136.00000,1,136.00000,,19300601
01AD001,1930,7,17.50000,55.20000,1,17.50000,E,19300701
01AD001,1930,8,18.40000,110.00000,1,18.40000,E,19300801
01AD001,1930,9,24.20000,60.60000,1,27.40000,E,19300901
01AD001,1930,10,9.49000,28.90000,1,14.40000,E,19301001
01AD001,1930,11,16.90000,39.60000,1,17.50000,E,19301101
01AD001,1930,12,8.38000,50.10000,1,39.60000,,19301201
01AD001,1931,1,15.90000,39.60000,1,15.90000,B,19310101
01AD001,1931,2,14.90000,26.10000,1,26.10000,B,19310201
01AD001,1931,3,12.70000,22.50000,1,16.60000,B,19310301
01AD001,1931,4,18.20000,160.00000,1,18.20000,,19310401
01AD001,1931,5,15.10000,162.00000,1,162.00000,,19310501
01AD001,1931,6,16.30000,94.00000,1,16.30000,,19310601
01AD001,1931,7,8.21000,56.60000,1,12.20000,E,19310701
01AD001,1931,8,12.20000,38.50000,1,33.40000,E,19310801
01AD001,1931,9,11.80000,124.00000,1,36.50000,E,19310901
01AD001,1931,10,41.10000,137.00000,1,99.40000,,19311001
01AD001,1931,11,58.00000,127.00000,1,76.50000,,19311101
01AD001,1931,12,14.90000,51.00000,1,51.00000,,19311201
01AD001,1932,1,14.90000,21.40000,1,18.60000,,19320101
01AD001,1932,2,15.90000,26.40000,1,20.00000,B,19320201
01AD001,1932,3,24.60000,48.10000,1,24.60000,,19320301
01AD001,1932,4,45.60000,183.00000,1,56.60000,,19320401
01AD001,1932,5,28.30000,202.00000,1,172.00000,,19320501
01AD001,1932,6,16.30000,32.00000,1,28.90000,,19320601
01AD001,1932,7,28.10000,70.50000,1,28.10000,E,19320701
01AD001,1932,8,21.80000,91.50000,1,71.60000,,19320801
01AD001,1932,9,31.40000,93.40000,1,31.40000,E,19320901
01AD001,1932,10,37.90000,65.70000,1,49.60000,,19321001
01AD001,1932,11,38.80000,80.10000,1,38.80000,,19321101
01AD001,1932,12,18.80000,57.20000,1,57.20000,,19321201
01AD001,1933,1,16.30000,36.00000,1,18.80000,,19330101
01AD001,1933,2,10.30000,21.70000,1,13.30000,B,19330201
01AD001,1933,3,20.20000,43.60000,1,20.20000,,19330301
01AD001,1933,4,31.10000,109.00000,1,31.10000,,19330401
01AD001,1933,5,109.00000,306.00000,1,109.00000,,19330501
01AD001,1933,6,20.10000,194.00000,1,194.00000,E,19330601
01AD001,1933,7,15.10000,112.00000,1,60.00000,,19330701
01AD001,1933,8,15.10000,65.70000,1,20.20000,E,19330801
01AD001,1933,9,24.90000,30.00000,1,24.90000,E,19330901
01AD001,1933,10,11.50000,14.90000,1,13.80000,E,19331001
01AD001,1933,11,12.90000,60.00000,1,12.90000,E,19331101
01AD001,1933,12,14.00000,21.70000,1,21.70000,,19331201
01AD001,1934,1,17.30000,24.90000,1,17.30000,B,19340101
01AD001,1934,2,31.40000,34.00000,1,31.40000,B,19340201
01AD001,1934,3,21.70000,31.10000,1,31.10000,B,19340301
01AD001,1934,4,17.60000,300.00000,1,21.70000,,19340401
01AD001,1934,5,47.60000,405.00000,1,303.00000,,19340501
01AD001,1934,6,16.30000,81.60000,1,32.60000,,19340601
01AD001,1934,7,18.20000,42.50000,1,42.50000,E,19340701
01AD001,1934,8,15.10000,22.10000,1,15.10000,E,19340801
01AD001,1934,9,16.90000,58.60000,1,58.60000,E,19340901
01AD001,1934,10,8.95000,15.30000,1,15.30000,E,19341001
01AD001,1934,11,7.08000,7.08000,1,7.08000,E,19341101
01AD001,1934,12,6.54000,6.54000,1,6.54000,E,19341201
01AD001,1935,1,14.60000,20.20000,1,20.20000,E,19350101
01AD001,1935,2,23.70000,34.30000,1,23.70000,E,19350201
01AD001,1935,3,34.30000,37.10000,1,36.00000,E,19350301
01AD001,1935,4,24.90000,143.00000,1,24.90000,E,19350401
01AD001,1935,5,17.00000,183.00000,1,157.00000,,19350501
01AD001,1935,6,30.30000,64.60000,1,30.30000,,19350601
01AD001,1935,7,25.30000,61.70000,1,61.70000,,19350701
01AD001,1935,8,22.70000,36.00000,1,22.70000,E,19350801
01AD001,1935,9,19.80000,45.30000,1,45.30000,E,19350901
01AD001,1935,10,12.30000,16.30000,1,16.30000,E,19351001
01AD001,1935,11,7.36000,23.60000,1,12.90000,E,19351101
01AD001,1935,12,5.10000,5.41000,1,5.10000,B,19351201
01AD001,1936,1,4.39000,4.53000,1,4.39000,B,19360101
01AD001,1936,2,4.16000,10.30000,1,4.16000,B,19360201
01AD001,1936,3,14.00000,208.00000,1,14.00000,B,19360301
01AD001,1936,4,110.00000,208.00000,1,208.00000,,19360401
01AD001,1936,5,118.00000,219.00000,1,118.00000,,19360501
01AD001,1936,6,43.30000,155.00000,1,155.00000,,19360601
01AD001,1936,7,18.40000,23.20000,1,23.20000,E,19360701
01AD001,1936,8,26.40000,72.20000,1,39.90000,E,19360801
01AD001,1936,9,9.80000,11.60000,1,11.60000,,19360901
01AD001,1936,10,9.51000,11.00000,1,11.00000,E,19361001
01AD001,1936,11,9.71000,38.20000,1,9.71000,,19361101
01AD001,1936,12,9.80000,17.20000,1,9.80000,B,19361201
01AD001,1937,1,18.20000,27.20000,1,20.80000,B,19370101
01AD001,1937,2,14.60000,23.00000,1,15.50000,B,19370201
01AD001,1937,3,35.10000,48.70000,1,41.30000,B,19370301
01AD001,1937,4,30.90000,151.00000,1,39.60000,,19370401
01AD001,1937,5,57.80000,210.00000,1,161.00000,,19370501
01AD001,1937,6,21.60000,73.30000,1,50.70000,,19370601
01AD001,1937,7,15.70000,25.30000,1,22.50000,E,19370701
01AD001,1937,8,9.57000,13.40000,1,13.40000,E,19370801
01AD001,1937,9,11.20000,20.20000,1,20.20000,E,19370901
01AD001,1937,10,10.40000,37.90000,1,37.90000,E,19371001
01AD001,1937,11,43.00000,104.00000,1,88.30000,E,19371101
01AD001,1937,12,8.52000,83.80000,1,62.30000,,19371201
01AD001,1938,1,8.64000,50.10000,1,19.00000,,19380101
01AD001,1938,2,10.90000,36.50000,1,10.90000,,19380201
01AD001,1938,3,32.60000,81.80000,1,32.60000,,19380301
01AD001,1938,4,50.70000,194.00000,1,65.40000,,19380401
01AD001,1938,5,75.00000,200.00000,1,197.00000,,19380501
01AD001,1938,6,18.60000,69.70000,1,69.70000,,19380601
01AD001,1938,7,13.40000,39.90000,1,39.90000,,19380701
01AD001,1938,8,25.50000,39.90000,1,28.20000,,19380801
01AD001,1938,9,46.70000,91.20000,1,55.20000,,19380901
01AD001,1938,10,37.70000,61.20000,1,61.20000,E,19381001
01AD001,1938,11,17.60000,39.40000,1,39.40000,E,19381101
01AD001,1938,12,5.80000,116.00000,1,5.80000,E,19381201
01AD001,1939,1,13.80000,23.40000,1,23.40000,B,19390101
01AD001,1939,2,22.50000,37.70000,1,37.70000,B,19390201
01AD001,1939,3,26.00000,38.50000,1,33.40000,B,19390301
01AD001,1939,4,12.50000,86.60000,1,24.10000,,19390401
01AD001,1939,5,79.90000,289.00000,1,91.20000,,19390501
01AD001,1939,6,31.10000,79.90000,1,79.90000,,19390601
01AD001,1939,7,20.70000,53.50000,1,33.10000,,19390701
01AD001,1939,8,79.90000,126.00000,1,89.80000,E,19390801
01AD001,1939,9,39.10000,61.20000,1,61.20000,E,19390901
01AD001,1939,10,42.20000,58.60000,1,42.20000,E,19391001
01AD001,1939,11,25.30000,91.20000,1,75.00000,E,19391101
01AD001,1939,12,25.30000,109.00000,1,25.30000,,19391201
01AD001,1940,1,13.40000,25.30000,1,25.30000,B,19400101
01AD001,1940,2,24.90000,27.40000,1,26.80000,B,19400201
01AD001,1940,3,21.60000,41.30000,1,25.30000,,19400301
01AD001,1940,4,19.80000,106.00000,1,29.20000,,19400401
01AD001,1940,5,115.00000,239.00000,1,117.00000,,19400501
01AD001,1940,6,26.60000,137.00000,1,70.50000,,19400601
01AD001,1940,7,18.50000,132.00000,1,132.00000,,19400701
01AD001,1940,8,15.70000,55.20000,1,15.70000,E,19400801
01AD001,1940,9,16.10000,43.30000,1,43.30000,E,19400901
01AD001,1940,10,11.50000,31.40000,1,31.40000,E,19401001
01AD001,1940,11,11.00000,13.50000,1,13.40000,E,19401101
01AD001,1940,12,6.23000,17.30000,1,6.23000,E,19401201
01AD001,1941,1,12.20000,28.20000,1,28.20000,E,19410101
01AD001,1941,2,23.00000,30.30000,1,23.00000,E,19410201
01AD001,1941,3,26.80000,43.90000,1,26.80000,,19410301
01AD001,1941,4,23.20000,294.00000,1,39.10000,,19410401
01AD001,1941,5,32.80000,286.00000,1,286.00000,,19410501
01AD001,1941,6,14.60000,67.40000,1,32.80000,,19410601
01AD001,1941,7,14.70000,32.80000,1,32.80000,E,19410701
01AD001,1941,8,13.00000,28.00000,1,13.00000,E,19410801
01AD001,1941,9,12.70000,51.80000,1,12.70000,E,19410901
01AD001,1941,10,35.10000,122.00000,1,35.10000,E,19411001
01AD001,1941,11,51.30000,74.20000,1,65.70000,B,19411101
01AD001,1941,12,15.90000,42.80000,1,42.80000,B,19411201
01AD001,1942,1,19.00000,23.20000,1,23.20000,B,19420101
01AD001,1942,2,27.40000,31.10000,1,27.40000,B,19420201
01AD001,1942,3,30.00000,54.90000,1,30.00000,B,19420301
01AD001,1942,4,27.20000,202.00000,1,39.10000,,19420401
01AD001,1942,5,51.80000,371.00000,1,237.00000,,19420501
01AD001,1942,6,16.80000,187.00000,1,16.80000,E,19420601
01AD001,1942,7,20.20000,34.00000,1,34.00000,E,19420701
01AD001,1942,8,26.10000,39.60000,1,39.60000,E,19420801
01AD001,1942,9,24.10000,38.20000,1,38.20000,E,19420901
01AD001,1942,10,9.83000,10.50000,1,10.50000,E,19421001
01AD001,1942,11,5.47000,14.00000,1,11.00000,E,19421101
01AD001,1942,12,6.23000,11.50000,1,9.34000,,19421201
01AD001,1943,1,7.08000,13.90000,1,7.08000,B,19430101
01AD001,1943,2,12.70000,13.50000,1,13.50000,B,19430201
01AD001,1943,3,12.20000,12.90000,1,12.90000,B,19430301
01AD001,1943,4,9.20000,32.00000,1,12.20000,,19430401
01AD001,1943,5,33.70000,245.00000,1,33.70000,,19430501
01AD001,1943,6,30.30000,180.00000,1,180.00000,,19430601
01AD001,1943,7,25.10000,69.40000,1,69.40000,,19430701
01AD001,1943,8,20.70000,30.00000,1,20.70000,E,19430801
01AD001,1943,9,32.30000,56.10000,1,32.30000,E,19430901
01AD001,1943,10,13.90000,36.00000,1,24.10000,E,19431001
01AD001,1943,11,41.30000,91.70000,1,63.70000,E,19431101
01AD001,1943,12,13.00000,42.50000,1,42.50000,,19431201
01AD001,1944,1,10.10000,19.00000,1,10.10000,B,19440101
01AD001,1944,2,29.20000,32.00000,1,29.20000,B,19440201
01AD001,1944,3,18.10000,29.20000,1,29.20000,,19440301
01AD001,1944,4,13.00000,37.90000,1,19.00000,,19440401
01AD001,1944,5,30.30000,189.00000,1,47.30000,,19440501
01AD001,1944,6,14.20000,43.90000,1,43.90000,,19440601
01AD001,1944,7,19.00000,28.90000,1,28.90000,E,19440701
01AD001,1944,8,17.30000,41.10000,1,17.30000,E,19440801
