STATION_NUMBER,YEAR,MONTH,MIN,MAX,Day,FlowValue,Symbol,DateKey
01AA002,1974,11,0.93000,14.20000,11,3.06000,,19741111
01AA002,1974,12,3.74000,29.70000,11,21.50000,B,19741211
01AA002,1975,1,1.90000,9.91000,11,3.96000,B,19750111
01AA002,1975,2,1.59000,2.83000,11,1.59000,B,19750211
01AA002,1975,3,2.29000,18.70000,11,2.29000,B,19750311
01AA002,1975,4,5.10000,113.00000,11,5.24000,B,19750411
01AA002,1975,5,5.66000,128.00000,11,103.00000,,19750511
01AA002,1975,6,1.39000,23.10000,11,10.30000,A,19750611
01AA002,1975,7,0.88000,19.40000,11,1.25000,,19750711
01AA002,1975,8,0.54000,5.66000,11,0.54000,,19750811
01AA002,1975,9,1.13000,37.40000,11,1.81000,,19750911
01AA002,1975,10,2.69000,31.10000,11,2.69000,E,19751011
01AA002,1975,11,4.81000,31.70000,11,31.70000,E,19751111
01AA002,1975,12,2.35000,28.30000,11,23.60000,,19751211
01AA002,1976,1,1.25000,23.20000,11,1.73000,B,19760111
01AA002,1976,2,3.60000,25.50000,11,5.24000,B,19760211
01AA002,1976,3,4.87000,99.10000,11,7.08000,B,19760311
01AA002,1976,4,33.40000,281.00000,11,54.40000,,19760411
01AA002,1976,5,5.97000,101.00000,11,37.40000,,19760511
01AA002,1976,6,1.87000,13.10000,11,2.72000,,19760611
01AA002,1976,7,5.27000,91.50000,11,5.27000,,19760711
01AA002,1976,8,3.54000,193.00000,11,193.00000,,19760811
01AA002,1976,9,2.32000,24.80000,11,3.14000,,19760911
01AA002,1976,10,3.85000,75.00000,11,48.10000,,19761011
01AA002,1976,11,5.78000,55.50000,11,10.60000,,19761111
01AA002,1976,12,3.45000,11.30000,11,8.92000,B,19761211
01AA002,1977,1,1.73000,3.34000,11,2.52000,B,19770111
01AA002,1977,2,1.42000,1.73000,11,1.59000,B,19770211
01AA002,1977,3,1.70000,51.00000,11,2.18000,B,19770311
01AA002,1977,4,16.40000,212.00000,11,17.00000,B,19770411
01AA002,1977,5,2.38000,73.30000,11,24.90000,,19770511
01AA002,1977,6,1.84000,79.60000,11,4.67000,,19770611
01AA002,1977,7,0.96000,8.16000,11,1.70000,,19770711
01AA002,1977,8,1.59000,13.10000,11,1.59000,,19770811
01AA002,1977,9,2.07000,56.60000,11,3.09000,,19770911
01AD001,1918,9,20.00000,42.50000,11,20.60000,,19180911
01AD001,1918,10,26.80000,42.50000,11,36.80000,,19181011
01AD001,1918,11,22.50000,29.20000,11,28.30000,,19181111
01AD001,1918,12,15.90000,22.50000,11,17.00000,,19181211
01AD001,1919,1,13.90000,13.90000,11,13.90000,,19190111
01AD001,1919,2,10.60000,10.60000,11,10.60000,,19190211
01AD001,1919,3,9.49000,14.20000,11,9.77000,,19190311
01AD001,1919,4,14.20000,138.00000,11,18.70000,,19190411
01AD001,1919,5,157.00000,292.00000,11,253.00000,,19190511
01AD001,1919,6,38.50000,191.00000,11,91.70000,,19190611
01AD001,1919,7,20.00000,36.80000,11,25.30000,,19190711
01AD001,1919,8,22.50000,28.30000,11,28.30000,,19190811
01AD001,1919,9,20.00000,22.50000,11,21.20000,,19190911
01AD001,1919,10,17.60000,20.00000,11,18.70000,,19191011
01AD001,1919,11,13.20000,18.70000,11,17.60000,,19191111
01AD001,1919,12,11.40000,14.20000,11,13.20000,,19191211
01AD001,1920,1,6.37000,6.37000,11,6.37000,,19200111
01AD001,1920,2,3.96000,3.96000,11,3.96000,,19200211
01AD001,1920,3,5.38000,5.38000,11,5.38000,,19200311
01AD001,1920,4,8.50000,88.90000,11,23.90000,,19200411
01AD001,1920,5,94.90000,208.00000,11,160.00000,,19200511
01AD001,1920,6,44.70000,135.00000,11,98.00000,,19200611
01AD001,1920,7,38.50000,51.30000,11,51.30000,,19200711
01AD001,1920,8,21.20000,36.80000,11,28.30000,,19200811
01AD001,1920,9,22.50000,23.90000,11,23.90000,,19200911
01AD001,1920,10,34.00000,73.60000,11,62.00000,,19201011
01AD001,1920,11,28.30000,54.10000,11,44.70000,,19201111
01AD001,1920,12,19.50000,28.30000,11,24.40000,,19201211
01AD001,1921,1,14.70000,14.70000,11,14.70000,,19210111
01AD001,1921,2,9.06000,11.60000,11,11.60000,,19210211
01AD001,1921,3,3.40000,28.60000,11,3.40000,,19210311
01AD001,1921,4,29.70000,184.00000,11,42.50000,,19210411
01AD001,1921,5,64.60000,289.00000,11,257.00000,,19210511
01AD001,1921,6,28.30000,64.60000,11,40.20000,,19210611
01AD001,1921,7,12.50000,28.30000,11,19.30000,,19210711
01AD001,1921,8,9.63000,15.90000,11,11.30000,,19210811
01AD001,1921,9,6.23000,15.90000,11,12.50000,,19210911
01AD001,1921,10,14.20000,14.20000,11,14.20000,,19211011
01AD001,1921,11,24.40000,38.20000,11,31.70000,,19211111
01AD001,1921,12,17.60000,24.40000,11,21.00000,,19211211
01AD001,1922,1,17.60000,17.60000,11,17.60000,,19220111
01AD001,1922,2,17.60000,17.60000,11,17.60000,,19220211
01AD001,1922,3,12.50000,12.50000,11,12.50000,,19220311
01AD001,1922,4,15.90000,114.00000,11,15.90000,,19220411
01AD001,1922,5,73.60000,146.00000,11,142.00000,,19220511
01AD001,1922,6,54.10000,128.00000,11,54.10000,,19220611
01AD001,1922,7,34.00000,118.00000,11,83.00000,,19220711
01AD001,1922,8,15.90000,31.70000,11,24.40000,,19220811
01AD001,1922,9,4.81000,15.90000,11,12.50000,,19220911
01AD001,1922,10,2.83000,7.79000,11,3.96000,,19221011
01AD001,1922,11,3.96000,5.80000,11,5.80000,,19221111
01AD001,1922,12,3.23000,3.23000,11,3.23000,,19221211
01AD001,1923,1,2.27000,2.27000,11,2.27000,,19230111
01AD001,1923,2,1.47000,1.47000,11,1.47000,,19230211
01AD001,1923,3,1.53000,1.53000,11,1.53000,,19230311
01AD001,1923,4,1.42000,51.00000,11,2.27000,,19230411
01AD001,1923,5,66.00000,183.00000,11,165.00000,,19230511
01AD001,1923,6,37.40000,129.00000,11,76.70000,,19230611
01AD001,1923,7,17.80000,37.40000,11,28.60000,,19230711
01AD001,1923,8,7.79000,15.90000,11,9.77000,,19230811
01AD001,1923,9,11.80000,15.90000,11,15.90000,,19230911
01AD001,1923,10,11.50000,38.20000,11,13.30000,,19231011
01AD001,1923,11,40.80000,59.70000,11,54.10000,,19231111
01AD001,1923,12,35.70000,68.20000,11,68.20000,,19231211
01AD001,1924,1,24.40000,24.40000,11,24.40000,,19240111
01AD001,1924,2,16.70000,16.70000,11,16.70000,,19240211
01AD001,1924,3,10.40000,10.40000,11,10.40000,,19240311
01AD001,1924,4,12.90000,12.90000,11,12.90000,,19240411
01AD001,1924,5,59.70000,279.00000,11,225.00000,,19240511
01AD001,1924,6,51.30000,160.00000,11,97.70000,,19240611
01AD001,1924,7,22.80000,48.40000,11,31.10000,,19240711
01AD001,1924,8,22.80000,31.10000,11,31.10000,,19240811
01AD001,1924,9,19.50000,31.10000,11,28.90000,,19240911
01AD001,1924,10,19.50000,40.80000,11,35.70000,,19241011
01AD001,1924,11,19.50000,35.70000,11,21.10000,,19241111
01AD001,1924,12,26.00000,40.80000,11,38.20000,,19241211
01AD001,1925,1,18.30000,18.30000,11,18.30000,B,19250111
01AD001,1925,2,17.10000,17.10000,11,17.10000,B,19250211
01AD001,1925,3,16.80000,16.80000,11,16.80000,B,19250311
01AD001,1925,4,21.10000,116.00000,11,62.60000,,19250411
01AD001,1925,5,123.00000,260.00000,11,248.00000,,19250511
01AD001,1925,6,35.70000,133.00000,11,94.90000,,19250611
01AD001,1925,7,21.10000,35.70000,11,24.80000,,19250711
01AD001,1925,8,15.60000,24.80000,11,22.80000,,19250811
01AD001,1925,9,16.80000,24.80000,11,16.80000,,19250911
01AD001,1925,10,24.80000,54.10000,11,31.10000,,19251011
01AD001,1925,11,43.30000,83.00000,11,45.90000,,19251111
01AD001,1925,12,33.40000,73.90000,11,59.70000,,19251211
01AD001,1926,1,22.10000,22.10000,11,22.10000,B,19260111
01AD001,1926,2,15.90000,15.90000,11,15.90000,B,19260211
01AD001,1926,3,10.60000,10.60000,11,10.60000,B,19260311
01AD001,1926,4,9.43000,13.30000,11,9.91000,,19260411
01AD001,1926,5,14.40000,279.00000,11,101.00000,,19260511
01AD001,1926,6,65.40000,248.00000,11,180.00000,,19260611
01AD001,1926,7,21.10000,62.60000,11,35.70000,,19260711
01AD001,1926,8,11.50000,22.80000,11,14.40000,,19260811
01AD001,1926,9,12.30000,28.90000,11,19.50000,,19260911
01AD001,1926,10,28.30000,42.80000,11,28.30000,,19261011
01AD001,1926,11,45.30000,81.00000,11,53.00000,,19261111
01AD001,1926,12,50.10000,50.10000,11,50.10000,B,19261211
01AD001,1927,1,19.30000,19.30000,11,19.30000,B,19270111
01AD001,1927,2,14.30000,14.30000,11,14.30000,B,19270211
01AD001,1927,3,10.60000,10.60000,11,10.60000,B,19270311
01AD001,1927,4,31.10000,31.10000,11,31.10000,B,19270411
01AD001,1927,5,115.00000,137.00000,11,134.00000,,19270511
01AD001,1927,6,55.50000,121.00000,11,115.00000,,19270611
01AD001,1927,7,26.30000,50.40000,11,26.30000,E,19270711
01AD001,1927,8,18.90000,18.90000,11,18.90000,E,19270811
01AD001,1927,9,15.20000,15.20000,11,15.20000,E,19270911
01AD001,1927,10,15.40000,53.00000,11,19.30000,,19271011
01AD001,1927,11,53.00000,208.00000,11,115.00000,,19271111
01AD001,1927,12,60.90000,175.00000,11,121.00000,,19271211
01AD001,1928,1,41.60000,41.60000,11,41.60000,B,19280111
01AD001,1928,2,21.70000,21.70000,11,21.70000,B,19280211
01AD001,1928,3,12.60000,12.60000,11,12.60000,B,19280311
01AD001,1928,4,12.80000,96.00000,11,40.20000,,19280411
01AD001,1928,5,102.00000,311.00000,11,258.00000,,19280511
01AD001,1928,6,55.50000,238.00000,11,154.00000,,19280611
01AD001,1928,7,28.30000,57.20000,11,39.40000,,19280711
01AD001,1928,8,30.30000,30.30000,11,30.30000,E,19280811
01AD001,1928,9,18.20000,29.40000,11,21.50000,E,19280911
01AD001,1929,12,20.50000,20.50000,11,20.50000,B,19291211
01AD001,1930,1,7.25000,8.58000,11,7.25000,B,19300111
01AD001,1930,2,6.74000,6.74000,11,6.74000,B,19300211
01AD001,1930,3,18.70000,18.70000,11,18.70000,B,19300311
01AD001,1930,4,21.70000,86.10000,11,55.20000,,19300411
01AD001,1930,5,88.90000,261.00000,11,241.00000,,19300511
01AD001,1930,6,31.10000,136.00000,11,60.60000,,19300611
01AD001,1930,7,17.50000,55.20000,11,27.00000,E,19300711
01AD001,1930,8,18.40000,110.00000,11,38.20000,E,19300811
01AD001,1930,9,24.20000,60.60000,11,31.70000,E,19300911
01AD001,1930,10,9.49000,28.90000,11,17.50000,E,19301011
01AD001,1930,11,16.90000,39.60000,11,34.50000,,19301111
01AD001,1930,12,8.38000,50.10000,11,10.30000,,19301211
01AD001,1931,1,15.90000,39.60000,11,25.30000,B,19310111
01AD001,1931,2,14.90000,26.10000,11,14.90000,B,19310211
01AD001,1931,3,12.70000,22.50000,11,22.50000,B,19310311
01AD001,1931,4,18.20000,160.00000,11,50.10000,,19310411
01AD001,1931,5,15.10000,162.00000,11,131.00000,,19310511
01AD001,1931,6,16.30000,94.00000,11,91.20000,,19310611
01AD001,1931,7,8.21000,56.60000,11,9.57000,E,19310711
01AD001,1931,8,12.20000,38.50000,11,14.40000,E,19310811
01AD001,1931,9,11.80000,124.00000,11,11.90000,E,19310911
01AD001,1931,10,41.10000,137.00000,11,49.60000,E,19311011
01AD001,1931,11,58.00000,127.00000,11,82.10000,,19311111
01AD001,1931,12,14.90000,51.00000,11,16.10000,,19311211
01AD001,1932,1,14.90000,21.40000,11,14.90000,,19320111
01AD001,1932,2,15.90000,26.40000,11,20.00000,B,19320211
01AD001,1932,3,24.60000,48.10000,11,28.30000,,19320311
01AD001,1932,4,45.60000,183.00000,11,53.80000,,19320411
01AD001,1932,5,28.30000,202.00000,11,199.00000,,19320511
01AD001,1932,6,16.30000,32.00000,11,32.00000,E,19320611
01AD001,1932,7,28.10000,70.50000,11,28.10000,E,19320711
01AD001,1932,8,21.80000,91.50000,11,43.90000,,19320811
01AD001,1932,9,31.40000,93.40000,11,31.40000,E,19320911
01AD001,1932,10,37.90000,65.70000,11,65.70000,,19321011
01AD001,1932,11,38.80000,80.10000,11,41.30000,,19321111
01AD001,1932,12,18.80000,57.20000,11,23.20000,,19321211
01AD001,1933,1,16.30000,36.00000,11,23.20000,,19330111
01AD001,1933,2,10.30000,21.70000,11,11.90000,B,19330211
01AD001,1933,3,20.20000,43.60000,11,33.40000,,19330311
01AD001,1933,4,31.10000,109.00000,11,48.70000,,19330411
01AD001,1933,5,109.00000,306.00000,11,286.00000,E,19330511
01AD001,1933,6,20.10000,194.00000,11,59.70000,,19330611
01AD001,1933,7,15.10000,112.00000,11,31.10000,,19330711
01AD001,1933,8,15.10000,65.70000,11,24.90000,E,19330811
01AD001,1933,9,24.90000,30.00000,11,24.90000,E,19330911
01AD001,1933,10,11.50000,14.90000,11,12.50000,E,19331011
01AD001,1933,11,12.90000,60.00000,11,21.20000,E,19331111
01AD001,1933,12,14.00000,21.70000,11,14.00000,B,19331211
01AD001,1934,1,17.30000,24.90000,11,19.10000,B,19340111
01AD001,1934,2,31.40000,34.00000,11,32.60000,B,19340211
01AD001,1934,3,21.70000,31.10000,11,28.90000,,19340311
01AD001,1934,4,17.60000,300.00000,11,17.60000,,19340411
01AD001,1934,5,47.60000,405.00000,11,382.00000,,19340511
01AD001,1934,6,16.30000,81.60000,11,20.20000,,19340611
01AD001,1934,7,18.20000,42.50000,11,42.50000,E,19340711
01AD001,1934,8,15.10000,22.10000,11,15.10000,E,19340811
01AD001,1934,9,16.90000,58.60000,11,58.60000,E,19340911
01AD001,1934,10,8.95000,15.30000,11,14.40000,E,19341011
01AD001,1934,11,7.08000,7.08000,11,7.08000,E,19341111
01AD001,1934,12,6.54000,6.54000,11,6.54000,E,19341211
01AD001,1935,1,14.60000,20.20000,11,20.20000,E,19350111
01AD001,1935,2,23.70000,34.30000,11,23.70000,E,19350211
01AD001,1935,3,34.30000,37.10000,11,37.10000,E,19350311
01AD001,1935,4,24.90000,143.00000,11,28.30000,E,19350411
01AD001,1935,5,17.00000,183.00000,11,179.00000,,19350511
01AD001,1935,6,30.30000,64.60000,11,61.70000,,19350611
01AD001,1935,7,25.30000,61.70000,11,39.60000,E,19350711
01AD001,1935,8,22.70000,36.00000,11,26.80000,E,19350811
01AD001,1935,9,19.80000,45.30000,11,45.30000,E,19350911
01AD001,1935,10,12.30000,16.30000,11,12.30000,E,19351011
01AD001,1935,11,7.36000,23.60000,11,20.50000,,19351111
01AD001,1935,12,5.10000,5.41000,11,5.41000,B,19351211
01AD001,1936,1,4.39000,4.53000,11,4.39000,B,19360111
01AD001,1936,2,4.16000,10.30000,11,9.06000,B,19360211
01AD001,1936,3,14.00000,208.00000,11,30.60000,B,19360311
01AD001,1936,4,110.00000,208.00000,11,167.00000,,19360411
01AD001,1936,5,118.00000,219.00000,11,215.00000,,19360511
01AD001,1936,6,43.30000,155.00000,11,45.90000,,19360611
01AD001,1936,7,18.40000,23.20000,11,23.20000,E,19360711
01AD001,1936,8,26.40000,72.20000,11,39.90000,E,19360811
01AD001,1936,9,9.80000,11.60000,11,10.00000,,19360911
01AD001,1936,10,9.51000,11.00000,11,10.20000,E,19361011
01AD001,1936,11,9.71000,38.20000,11,11.70000,,19361111
01AD001,1936,12,9.80000,17.20000,11,17.20000,B,19361211
01AD001,1937,1,18.20000,27.20000,11,27.20000,B,19370111
01AD001,1937,2,14.60000,23.00000,11,14.60000,B,19370211
01AD001,1937,3,35.10000,48.70000,11,36.00000,,19370311
01AD001,1937,4,30.90000,151.00000,11,32.80000,,19370411
01AD001,1937,5,57.80000,210.00000,11,202.00000,,19370511
01AD001,1937,6,21.60000,73.30000,11,65.40000,,19370611
01AD001,1937,7,15.70000,25.30000,11,25.30000,E,19370711
01AD001,1937,8,9.57000,13.40000,11,9.57000,E,19370811
01AD001,1937,9,11.20000,20.20000,11,15.90000,E,19370911
01AD001,1937,10,10.40000,37.90000,11,10.40000,E,19371011
01AD001,1937,11,43.00000,104.00000,11,67.40000,,19371111
01AD001,1937,12,8.52000,83.80000,11,38.50000,,19371211
01AD001,1938,1,8.64000,50.10000,11,14.10000,,19380111
01AD001,1938,2,10.90000,36.50000,11,11.90000,,19380211
01AD001,1938,3,32.60000,81.80000,11,37.10000,,19380311
01AD001,1938,4,50.70000,194.00000,11,55.20000,,19380411
01AD001,1938,5,75.00000,200.00000,11,153.00000,,19380511
01AD001,1938,6,18.60000,69.70000,11,31.70000,,19380611
01AD001,1938,7,13.40000,39.90000,11,25.70000,,19380711
01AD001,1938,8,25.50000,39.90000,11,25.50000,,19380811
01AD001,1938,9,46.70000,91.20000,11,46.70000,,19380911
01AD001,1938,10,37.70000,61.20000,11,42.50000,E,19381011
01AD001,1938,11,17.60000,39.40000,11,24.90000,E,19381111
01AD001,1938,12,5.80000,116.00000,11,116.00000,,19381211
01AD001,1939,1,13.80000,23.40000,11,21.60000,B,19390111
01AD001,1939,2,22.50000,37.70000,11,22.50000,B,19390211
01AD001,1939,3,26.00000,38.50000,11,38.50000,,19390311
01AD001,1939,4,12.50000,86.60000,11,15.50000,,19390411
01AD001,1939,5,79.90000,289.00000,11,251.00000,,19390511
01AD001,1939,6,31.10000,79.90000,11,44.50000,,19390611
01AD001,1939,7,20.70000,53.50000,11,53.50000,,19390711
01AD001,1939,8,79.90000,126.00000,11,126.00000,E,19390811
01AD001,1939,9,39.10000,61.20000,11,55.80000,E,19390911
01AD001,1939,10,42.20000,58.60000,11,47.90000,E,19391011
01AD001,1939,11,25.30000,91.20000,11,91.20000,,19391111
01AD001,1939,12,25.30000,109.00000,11,79.90000,,19391211
01AD001,1940,1,13.40000,25.30000,11,13.40000,B,19400111
01AD001,1940,2,24.90000,27.40000,11,27.40000,B,19400211
01AD001,1940,3,21.60000,41.30000,11,37.70000,,19400311
01AD001,1940,4,19.80000,106.00000,11,19.80000,,19400411
01AD001,1940,5,115.00000,239.00000,11,239.00000,,19400511
01AD001,1940,6,26.60000,137.00000,11,41.60000,,19400611
01AD001,1940,7,18.50000,132.00000,11,18.50000,E,19400711
01AD001,1940,8,15.70000,55.20000,11,15.70000,E,19400811
01AD001,1940,9,16.10000,43.30000,11,16.10000,E,19400911
01AD001,1940,10,11.50000,31.40000,11,20.20000,E,19401011
01AD001,1940,11,11.00000,13.50000,11,13.50000,E,19401111
01AD001,1940,12,6.23000,17.30000,11,12.60000,E,19401211
01AD001,1941,1,12.20000,28.20000,11,16.00000,E,19410111
01AD001,1941,2,23.00000,30.30000,11,30.30000,E,19410211
01AD001,1941,3,26.80000,43.90000,11,28.90000,,19410311
01AD001,1941,4,23.20000,294.00000,11,24.10000,,19410411
01AD001,1941,5,32.80000,286.00000,11,227.00000,,19410511
01AD001,1941,6,14.60000,67.40000,11,18.00000,,19410611
01AD001,1941,7,14.70000,32.80000,11,26.80000,E,19410711
01AD001,1941,8,13.00000,28.00000,11,24.50000,E,19410811
01AD001,1941,9,12.70000,51.80000,11,19.50000,E,19410911
01AD001,1941,10,35.10000,122.00000,11,122.00000,E,19411011
01AD001,1941,11,51.30000,74.20000,11,74.20000,B,19411111
01AD001,1941,12,15.90000,42.80000,11,15.90000,B,19411211
01AD001,1942,1,19.00000,23.20000,11,19.00000,B,19420111
01AD001,1942,2,27.40000,31.10000,11,31.10000,B,19420211
01AD001,1942,3,30.00000,54.90000,11,30.90000,B,19420311
01AD001,1942,4,27.20000,202.00000,11,28.20000,,19420411
01AD001,1942,5,51.80000,371.00000,11,345.00000,,19420511
01AD001,1942,6,16.80000,187.00000,11,16.80000,E,19420611
01AD001,1942,7,20.20000,34.00000,11,20.20000,E,19420711
01AD001,1942,8,26.10000,39.60000,11,26.10000,E,19420811
01AD001,1942,9,24.10000,38.20000,11,34.80000,E,19420911
01AD001,1942,10,9.83000,10.50000,11,9.83000,E,19421011
01AD001,1942,11,5.47000,14.00000,11,9.34000,,19421111
01AD001,1942,12,6.23000,11.50000,11,9.34000,,19421211
01AD001,1943,1,7.08000,13.90000,11,13.00000,B,19430111
01AD001,1943,2,12.70000,13.50000,11,13.00000,B,19430211
01AD001,1943,3,12.20000,12.90000,11,12.70000,B,19430311
01AD001,1943,4,9.20000,32.00000,11,9.20000,,19430411
01AD001,1943,5,33.70000,245.00000,11,148.00000,,19430511
01AD001,1943,6,30.30000,180.00000,11,67.70000,,19430611
01AD001,1943,7,25.10000,69.40000,11,25.10000,E,19430711
01AD001,1943,8,20.70000,30.00000,11,30.00000,E,19430811
01AD001,1943,9,32.30000,56.10000,11,41.60000,E,19430911
01AD001,1943,10,13.90000,36.00000,11,36.00000,E,19431011
01AD001,1943,11,41.30000,91.70000,11,91.70000,E,19431111
01AD001,1943,12,13.00000,42.50000,11,15.60000,B,19431211
01AD001,1944,1,10.10000,19.00000,11,19.00000,B,19440111
01AD001,1944,2,29.20000,32.00000,11,32.00000,B,19440211
01AD001,1944,3,18.10000,29.20000,11,29.20000,,19440311
01AD001,1944,4,13.00000,37.90000,11,13.90000,,19440411
01AD001,1944,5,30.30000,189.00000,11,173.00000,,19440511
01AD001,1944,6,14.20000,43.90000,11,38.20000,,19440611
01AD001,1944,7,19.00000,28.90000,11,24.10000,E,19440711
01AD001,1944,8,17.30000,41.10000,11,41.10000,E,19440811
01AD001,1944,9,11.30000,24.10000,11,11.30000,E,19440911
01AD001,1944,10,10.80000,39.40000,11,14.20000,,19441011
01AD001,1944,11,23.60000,43.90000,11,33.40000,,19441111
01AD001,1944,12,19.00000,25.10000,11,19.00000,B,19441211
01AD001,1945,1,12.20000,27.00000,11,27.00000,B,19450111
01AD001,1945,2,23.20000,44.50000,11,34.00000,B,19450211
01AD001,1945,3,35.10000,51.30000,11,42.20000,,19450311
01AD001,1945,4,61.20000,229.00000,11,138.00000,,19450411
01AD001,1945,5,39.90000,184.00000,11,85.50000,,19450511
01AD001,1945,6,12.20000,63.70000,11,17.30000,,19450611
01AD001,1945,7,30.00000,74.20000,11,74.20000,E,19450711
01AD001,1945,8,24.10000,52.40000,11,24.10000,E,19450811
01AD001,1945,9,13.90000,43.30000,11,43.30000,E,19450911
01AD001,1945,10,34.00000,44.50000,11,44.50000,E,19451011
01AD001,1945,11,16.40000,35.40000,11,35.40000,E,19451111
01AD001,1945,12,5.21000,43.90000,11,40.50000,,19451211
01AD001,1946,1,19.00000,22.90000,11,19.00000,B,19460111
01AD001,1946,2,29.40000,47.30000,11,30.30000,,19460211
01AD001,1946,3,30.30000,48.40000,11,33.40000,,19460311
01AD001,1946,4,34.00000,160.00000,11,39.90000,,19460411
01AD001,1946,5,177.00000,240.00000,11,237.00000,,19460511
01AD001,1946,6,22.40000,166.00000,11,30.00000,E,19460611
01AD001,1946,7,19.00000,27.00000,11,19.00000,E,19460711
01AD001,1946,8,16.80000,56.10000,11,56.10000,E,19460811
01AD001,1946,9,19.00000,37.90000,11,37.90000,E,19460911
01AD001,1946,10,10.30000,34.80000,11,12.00000,,19461011
01AD001,1946,11,5.04000,12.20000,11,9.20000,,19461111
01AD001,1946,12,4.76000,5.38000,11,4.81000,B,19461211
01AD001,1947,1,9.46000,18.50000,11,18.50000,B,19470111
01AD001,1947,2,5.97000,22.40000,11,5.97000,B,19470211
01AD001,1947,3,35.10000,56.40000,11,49.30000,,19470311
01AD001,1947,4,33.40000,81.80000,11,35.40000,,19470411
01AD001,1947,5,82.10000,331.00000,11,277.00000,,19470511
01AD001,1947,6,23.20000,283.00000,11,182.00000,,19470611
01AD001,1947,7,39.90000,52.40000,11,39.90000,E,19470711
01AD001,1947,8,24.90000,42.20000,11,28.90000,E,19470811
01AD001,1947,9,36.80000,51.30000,11,51.30000,E,19470911
01AD001,1947,10,22.40000,33.70000,11,33.70000,E,19471011
01AD001,1947,11,16.30000,22.20000,11,18.00000,,19471111
01AD001,1947,12,15.60000,20.20000,11,16.80000,B,19471211
01AD001,1948,1,9.83000,14.20000,11,12.70000,B,19480111
01AD001,1948,2,5.80000,6.31000,11,5.80000,B,19480211
01AD001,1948,3,5.80000,12.20000,11,6.91000,B,19480311
01AD001,1948,4,13.30000,122.00000,11,41.60000,,19480411
01AD001,1948,5,125.00000,206.00000,11,185.00000,,19480511
01AD001,1948,6,19.70000,174.00000,11,52.40000,,19480611
01AD001,1948,7,17.40000,29.20000,11,20.70000,E,19480711
01AD001,1948,8,20.70000,35.10000,11,20.70000,E,19480811
01AD001,1948,9,27.70000,54.40000,11,43.30000,E,19480911
01AD001,1948,10,13.30000,36.80000,11,14.40000,E,19481011
01AD001,1948,11,20.70000,73.30000,11,53.20000,,19481111
01AD001,1948,12,23.60000,89.50000,11,83.80000,,19481211
01AD001,1949,1,15.20000,24.40000,11,15.20000,B,19490111
01AD001,1949,2,21.90000,37.90000,11,21.90000,B,19490211
01AD001,1949,3,30.00000,43.30000,11,39.10000,,19490311
01AD001,1949,4,35.10000,144.00000,11,64.80000,,19490411
01AD001,1949,5,20.80000,157.00000,11,147.00000,,19490511
01AD001,1949,6,35.70000,133.00000,11,77.00000,,19490611
01AD001,1949,7,23.10000,42.20000,11,23.10000,E,19490711
01AD001,1949,8,22.30000,39.10000,11,36.00000,E,19490811
01AD001,1949,9,17.40000,36.00000,11,36.00000,E,19490911
01AD001,1949,10,27.30000,46.20000,11,38.50000,E,19491011
01AD001,1949,11,5.52000,24.20000,11,9.23000,,19491111
01AD001,1949,12,4.87000,7.05000,11,6.12000,B,19491211
01AD001,1950,1,23.60000,43.30000,11,43.30000,B,19500111
01AD001,1950,2,24.40000,44.70000,11,29.20000,B,19500211
01AD001,1950,3,30.00000,45.90000,11,30.00000,B,19500311
01AD001,1950,4,36.20000,176.00000,11,38.20000,,19500411
01AD001,1950,5,20.80000,184.00000,11,165.00000,,19500511
01AD001,1950,6,42.50000,109.00000,11,67.70000,,19500611
01AD001,1950,7,30.30000,109.00000,11,30.30000,E,19500711
01AD001,1950,8,27.30000,50.40000,11,50.40000,E,19500811
01AD001,1950,9,9.63000,36.00000,11,36.00000,E,19500911
01AD001,1950,10,9.12000,24.90000,11,24.90000,E,19501011
01AD001,1950,11,6.03000,138.00000,11,13.30000,,19501111
01AD001,1950,12,35.10000,211.00000,11,154.00000,,19501211
01AD001,1951,1,26.30000,33.10000,11,26.30000,B,19510111
01AD001,1951,2,13.40000,30.00000,11,13.40000,B,19510211
01AD001,1951,3,36.00000,67.70000,11,57.80000,B,19510311
01AD001,1951,4,46.20000,275.00000,11,176.00000,,19510411
01AD001,1951,5,29.40000,198.00000,11,76.70000,,19510511
01AD001,1951,6,17.30000,61.40000,11,36.50000,,19510611
01AD001,1951,7,41.90000,65.10000,11,65.10000,E,19510711
01AD001,1951,8,27.90000,41.90000,11,41.90000,E,19510811
01AD001,1951,9,19.00000,55.50000,11,44.70000,E,19510911
01AD001,1951,10,9.77000,48.10000,11,11.20000,,19511011
01AD001,1951,11,7.31000,64.00000,11,13.40000,,19511111
01AD001,1951,12,26.50000,86.60000,11,82.40000,,19511211
01AD001,1952,1,5.95000,43.60000,11,19.80000,,19520111
01AD001,1952,2,5.18000,51.50000,11,35.40000,,19520211
01AD001,1952,3,20.90000,51.00000,11,37.40000,,19520311
01AD001,1952,4,22.50000,179.00000,11,25.30000,,19520411
01AD001,1952,5,162.00000,286.00000,11,264.00000,,19520511
01AD001,1952,6,36.80000,158.00000,11,109.00000,,19520611
01AD001,1952,7,17.80000,55.50000,11,21.90000,,19520711
01AD001,1952,8,9.34000,47.00000,11,47.00000,,19520811
01AD001,1952,9,8.78000,37.90000,11,36.20000,,19520911
